Episode,Day,Speaker,Text
7,20,Greg,"A boy named Sue. Strong, loud, with an accent that'll drive you up the wall!"
7,20,Jenna,"I think, uh, Rudy's very set in his ways, so having, you know, five new people move in, it scared him a lot, so he was just sitting back and he was assessing the situation, I think."
7,20,Rudy,"All of a sudden, we doubled our population. Uh, the-the house got smaller, the pots got smaller, and, uh... personally, it's a pain in the ass."
7,20,Kelly,"It's almost too good. Like, everybody's too... Like, ""Oh, you go first."" ""No, you go first,"" oh, you know, everybody's being real, real super polite, you know, which is cool."
7,20,Colleen,"Sean is very intelligent. Sometimes he says interesting things. Sometimes you tune out for a while, and then he hits on something so you tune back in, you know. I mean, he's always going."
7,20,Greg,"Rich is clever and, uh... I mean we'll start being honest now. I think Rich thinks he's very clever. He is, uh, relatively sharp, and, uh... he has a lot of things going on in his mind that he, uh... selectively decides, uh, what he will share and with whom. Rich is playing a big game, which is very fun, so he's awfully entertaining."
7,20,Kelly,"That... it was suggested... that we should, you know, ""beef up"" the supports and everything. Okay, which, you know, I don't know, I don't know anything about shingles and roofing, and I just know how to tie knots, that's pretty much all I know how to do."
7,20,Kelly,"And, bam, shingles break, the whole roof comes crashing down. Felt like such an idiot."
7,20,Sean,It figures that the day that everyone shows up the whole roof caves in while they're repairing it.
7,20,Susan,"Yeah, it's the same as it is back home, ladies, here in the jungle. The women are doing all the work and the guys are just hanging out and b.s.'ing, yeah."
7,20,Sean,"The guys are kind of bumming around, but I think that's good 'cause I think all the guys got to get to know each other."
7,20,Colleen,"It's how men and women relate, you know. The women-- we work together and we... it's a little... women are always a little bit competitive in everything we do, you know, so it's like when you're working together you're seeing what the other person can do, and you're proving each other at the same time. Men can sit down and talk for hours and walk away friends."
7,20,Richard,"Gervase was great. I beat the hell out of him in a number of games that I've never played before, and he's, uh, he's good at cards. I think he could have been letting me win. Uh, who knows? He could be playing the odds, too."
7,20,Gervase,"It's natural to me. What I do, I don't think I'm doing anything special. I'm just being myself. But other people always say, like, ""You're a charmer."" ""You're a smooth talker."""
7,20,Richard,"Greg's an interesting character. He's young, too. He's 24, and he was, uh, pretty cocky. He was thinking he could go out and get something, came back in with a sea urchin. (derisive chuckling) But that was good, that shows people that he who thought he was a spearfishing person could go out there, no problem, comes from the other tribe and came back in, telling everybody just how difficult it is-- that ups my value even more."
7,20,Jenna,"First night as one tribe we sat around the campfire, told stories-- very, very, very revealing stories."
7,20,Kelly,"Gretchen said she drank a fifth of whiskey in two minutes when she was fourteen and that-that’s... I would have never guessed that about her, you know? Sounds like we kind of have a similar past. (laughs)"
7,20,Greg,"This new group is, like, it's like a banquet. It's like a banquet of stories and excitement."
7,20,Rudy,"Some of the stuff they talk about don't interest me and I don't want to hear it. I don't know. They talk, uh... about a lot of sex stuff."
7,21,Gretchen,"It rained again last night and we had to, um, rebuild the roof of their shelter yesterday and I think half of it is leak-proof and half of it doesn't have a roof, and so a lot of us got very wet. And it's frustrating because we had just moved from a shelter that we had worked out all the bugs in and kept us 90% dry."
7,21,Rudy,"I was in there last night and, uh, when the rain came all them women eased down our way and I had about five women in my lap all of a sudden."
7,21,Colleen,Rudy was kicking me in the head. He doesn't care.
7,21,Jenna,"Oh, yeah, people were getting kicked in the head all night long because he got out like, three times and he would just barrel through people."
7,21,Rudy,"I mean, the pillows were right across me, and I had to get up and go to the head and I couldn't."
7,21,Gretchen,"I don't know. Rudy kicked me in the head, like, three times last night and I said, ""Rudy, that's my head,"" and he said, ""Well this is my space, so..."" (laughs)"
7,21,Rudy,"Hey, I'm the old guy, don't forget. Them young guys might have liked it. It's a pain in the ass to me."
7,21,Richard,"But even though we aren't any longer two different teams, I still have a team. It's going to be interesting because we're not solid. We're solid with one another, but we're not solidly unbeatable yet just by circumstance, because there are only four of us and there are ten people still left on the island."
7,21,Kelly,"When you get in that Tribal Council and you walk up and you see that little piece of paper and the thing that you put the vote in-- it's all different. You know, you might... you might have a thought and say, ""Hey, I really don't want to vote this person off."" It's easier said than done. An alliance is easier said than done."
7,21,Greg,"If people are fear- and self-preservation-motivated they'll band together, they'll form alliances, they'll start beating people out to try and get rid of the strong ones and get rid of this and get rid of that, and, uh, you know, if that happens I hope they vote me off really soon because, uh, that to me is-- whoa, cool flying fish-- that to me is really boring."
7,21,Jenna,"Coming into this merger, I consider it a brand-new tribe. I want a vote based on people's merits. I don't want a vote based on, uh, ""Let's get rid of each of them first and then come back to our tribe."" I... I want a vote based on, uh, who I really think should go, whether it be a member of our tribe or a member of theirs."
8,22,Sean,"Today is, like, Day 22. We had a vote last night, which is always pretty beat. Always puts us in a pretty somber mood. But last night was a very strange vote."
8,22,Jenna,"Last night, it looks like there was a conspiracy, and maybe I'm being paranoid and I didn't want to believe it, but four people from Tagi voted for Gretchen, I think."
8,22,Sean,"You know, the bloodbath has begun, you know. People have started taking it a different way, 'cause there's really no good reason other than strategy to vote Gretchen off."
8,22,Gervase,"I really don't know what happened last night. At first sight, it looks like they, uh, just picked Gretchen off."
8,22,Rudy,It was my idea to get rid of Gretchen because I... I thought that she was going to be the next leader.
8,22,Richard,"She had to go because she... is bright and, uh, is strong and she was a threat."
8,22,Kelly,"This is a game; don't take it personally. You know, if people came here to make, you know, bosom buddies and, you know, lifelong friends, they should've gone to summer camp."
8,22,Jenna,"As far as Pagong, we are now four. They are now five. They do have a voting bloc on us whether we see it or not and they can pick us off one by one. My best strategy is to bond with the women and try to hold on to the women's vote as long as I can."
8,22,Susan,"Yeah, the women seem to be getting along well because the women are all workers. Actually, I like Jenna better than I thought I would. I thought she would drive me wild and she doesn't, so..."
8,22,Jenna,"I do see the women versus men vote continuing on in Rattana. As far as my three votes, top-- they're all men. I see women go out, get the crab traps. The women fix the hut. We're carrying the weight of the team. Maybe that's unfair, but that's how I see it."
8,22,Susan,"As far as the women becoming an alliance, there's a chance that the girls might want to have an alliance after there's a few more guys knocked off. If they do, I'll just lead on with them like, ""Yeah, that's a good idea."" But as far as the women forming an alliance and making one, no. It ain't gonna happen. I already got mine. I like mine."
8,22,Kelly,"We're all hungry and we're low on energy, and there's still no one else providing any food except for Rich. And we're having to ration the rice."
8,22,Rudy,"Having nine people, uh, it's, uh... everything gets smaller again. The rice pot got smaller, the sleeping quarters got smaller."
8,22,Susan,"I wish some of the other people would start conserving a little more... I mean, people that are being pigs. And I tell myself, I'll only eat one bowl at a sitting. I'm planning on staying until the end, so I really want to have something for the last couple of days."
8,22,Gervase,We have our fisherman; it's Rich. That's Rich's job. (08:20 → 08:33 = 13s)
8,22,Gervase,"Greg showing up, going out trying to spear a fish. They've got nothing. I'm not going to do any better than they will, you know. And I think Rich is in a great position. We vote Rich off, we don't eat."
8,22,Richard,"As far as who voted for me at the Tribal Council last night... and I'm not certain who it is. But I'm thinking it was probably Greg who felt threatened by me. But it could have been any of them. I've only been with them a day or two and I'd not brought in any fish. Today, on the other hand I brought in a huge catch. Three rays... They just lapped that up. (09:24 → 09:39 = 15s)"
8,22,Richard,"I could eat rice for 17 more days. I could eat rice the whole time, but they're loving the fish and it seems to make people feel great, and I squeeze every ounce of credit out of it that I can. (laughs)"
8,22,Greg,"Rich is playing a big game. I think Rich thinks he's very clever. He has a lot of things going on in his mind that he, uh... selectively decides, uh, what he will share and with whom."
8,22,Richard,I'm not sure how Greg sees me. I'm trying to figure out whether or not he's trying to build an alliance or pull me in or make me like him in some way.
8,22,Jenna,"I'm seeing Greg in a much more devious way than I've ever seen him before. Since we moved, I saw him change so much, and so transparently, to me anyway, that I've changed my whole attitude towards Greg."
8,22,Greg,"This scheme is interesting in that you make friends with people, you make alliances and then you’re gonna have to cut them loose at some point."
8,22,Jenna,"Greg is working just about everybody in the group. I think he's always had Colleen, like, wrapped around his little finger."
8,22,Colleen,"It's not like that. I mean, honestly, if there was a girl here who I got along with really, really well, it would be the same thing that way. I feel like I have a friend and I have somebody who's my equal that I can actually have a conversation with."
8,22,Greg,"This is the game. You bring this little kitty along. You have your little kitten, and you pet your kitten and you enjoy this kitten and the kitten sleeps with you every night and then, uh, you're hungry, man. You look right in the kitten's eye and snap its neck. It's nothing personal. You're hungry. The kitten has to give its life for the next level."
8,22,Kelly,I see him as being a chameleon. Changing his colors to fit whoever he's around.
8,22,Richard,"He's certainly interacted with me in an incredibly interesting way that suggests to me that he's trying something that I'm very, very wary of and that's great."
8,22,Jenna,"Rich finds Greg attractive, so Rich throws these little innuendos out there and Greg will just pick right up on them, sit right real close to Rich and he's playing him."
8,22,Gervase,"Greg and Rich have joked around a lot. We were talking one night. Rich was getting real personal about his business, and Greg was all in it."
8,22,Greg,"I think, uh, Rich likes to flirt with everybody, and instead of directly shutting him down, I only played his game back."
8,22,Richard,"He's manipulative. He's trying to win me over in some way. He's just not going about it in bright enough a way for me. I would like to spend more time with him and get to know him, but... I would also rather have the million dollars than to have somebody like him around to worry about."
8,23,Kelly,"The reward is going to be something from home and, um, Jenna's thinking it's-it's our pictures that we got to bring, and, like, she really, really... She misses her daughters terribly."
8,23,Greg,"If it's going to be funny, which I figured it would, I thought other people might get a kick out of it. Like, at least she could provide entertainment for other people."
8,23,Richard,Well I didn't think Greg's tape was unusual. I expected that and was excited by it. You could tell she was having fun and knew he would laugh at what she was doing and I was laughing. I loved it.
8,23,Sean,I definitely see Greg differently now after seeing his video and attaching a lit bit of a family with him. At least we know he's not the only screwball in his family. Maybe it's a genetic trait over there.
8,23,Rudy,"I can't understand a guy talking to his sister that way. It sounded like Greg was, uh, talking, maybe, incest. That's the way it sounded to me."
8,23,Greg,"(laughing) Why not make allusions? It crosses all those borders. And, God, what are people going to think? And then, sexual allusions for my sister? What's gonna happen?!"
8,23,Jenna,"(weeping) I can't imagine anybody missing their kids more than I do every night. Miss my beauties. Miss Sadie and Sabrina. I can't imagine my mom not getting the tape out. It would've done wonders to see that my kids are okay. To hear their voices. To hear, ""I love you, Mommy."" (looks away from the camera crying)"
8,24,Richard,"Yesterday was cool. We had that Reward Challenge with the bow and arrow and the reward was, the, uh... videotapes from home, and for me, that was way better than food."
8,24,Gervase,"Now, seeing those videos of everybody's family, it's, like, even if you didn't like somebody before, you see that somebody cares and loves this person, so it makes it harder for me to boot somebody off now."
8,24,Kelly,"I felt so bad for Jenna. She practiced all morning on that stupid bow and arrow and then it was just, like, ""Why bother"" for her."
8,24,Jenna,Those are my bruises from the bow and arrow. (shows bruised elbow) This is from the bow and arrow.
8,24,Greg,I don't know what her feeling is because now it seems like she wants to leave the island and see her girls.
8,24,Gervase,"Jenna is a threat to me because she has kids and I have kids, so we're, like, single parents, and if people feel for single parents and she's tugging on people's emotions right there and that can sway somebody not to vote for Jenna, and that's a threat for me."
8,24,Jenna,Gervase? I don't see him doing very much.
8,24,Susan,The fact you have more people here now and we're having to forage for more food and there's a lot more slackers on this other team.
8,24,Gervase,"My work philosophy is this: Rich is, like, the resident fisherman; Rudy's the cook; Sean is hauling in wood every day-- you know, it seems like everybody has a role here-- and I'm just sitting back relaxing."
8,24,Susan,Watch me-- I'm going to work that boy till he's gone now. He bugs me.
8,24,Greg,"Gervase is honest. He's not playing anybody else's game. I've said over and over that he was an example for people thrown out of their element to really succeed and have a great time, which Gervase has."
8,24,Gervase,"How have I survived this long? I always said when I came here, I was going to be the entertainer. I'm not trying to do anything shifty or shady; I'm just being me and people like me because that's who I am."
8,24,Susan,"Gervase is not that charming, trust me. He's a slacker, so he won't be around long."
8,24,Jenna,I knew coming here that we'd have to vote people off. What I didn't bank on was the feelings that you'd have towards these people.
8,24,Kelly,I feel like I feel every Tribal Council only it gets worse every time. I feel like a backstabber. I feel like a liar.
8,24,Colleen,"God, some people are so nervous, it's sick. It's sick how nervous some people are."
8,24,Rudy,"People are all looking around a little more because it's starting to get down to the wire, and, uh, evidently, we're the only ones with a plan right now."
8,24,Greg,"The voting now should get very interesting. If people are fear- and self-preservation motivated, they'll band together. They'll form alliances. They'll start beating people out. But fear-motivated self-preservation is the worst game I can imagine."
8,24,Kelly,"How do you, you know, stay true to yourself and maintain integrity and still play this game? And you know what? You can't."
8,24,Rudy,"It's cut and dried that we can eliminate somebody every time, and if we don't, I'll have to break somebody's kneecap or something."
8,24,Susan,"So as long as everybody can keep their mouth shut now. Kelly's a little freaky. She's gets a little going. I'm like, ""Just shut up. Just vote this, and shut up."""
8,24,Kelly,"I keep telling myself ""Well, I have enough friends. I didn't come here to make friends,"" and, you know, da-da-da. And the truth is, I like these people."
8,24,Susan,"As far as there being a counter-strategy from the other side, yeah, there is some fear about that because we haven't got enough of them voted off yet."
8,24,Colleen,"We have the upper hand right now, easy. We have four people that we could come together have a vote, and get the next person off."
9,25,Richard,"Outright lying is absolutely essential, especially when you have a host like Jeff, who's as bold as to ask ""Well, so Sue, tell me, is there an alliance?"" What a question."
9,25,Susan,"You think I'm going to come out and say ""Oh, yeah, we got four of us voting up against all you guys. We're going to knock you all down to the end."" Come on."
9,25,Colleen,"Those people flat out lied in front of a national television audience. I mean, they want a million bucks and they're going to get it... And I loved Jeff's question ""Is, uh, a deserving person going to win this money?"" The answer to that question is ""no."""
9,25,Kelly,"This whole alliance thing is getting too stupid and too crazy. If we stick with it, it's just like lining lambs to the slaughter. Who goes next? Who goes...? like, that's no fun. Yeah, I don't like it. I-I'm not happy playing the game that way. If I'm going to win, if I'm really going to be the last Survivor, if I'm really going to survive and really do this, then it has to be on my own."
9,25,Sean,"I love Rich, I really do. He's been a great asset to this camp, but he is a little immature in his motives at times. He's very protective about spearing fish and he brings it up at every Island Council: ""I'm catching fish. Don't vote me off."" It's an insecurity aspect to him."
9,25,Richard,"The last Island Tribal Council when I was talking about, um... ""I'll be staying around here because I'm providing fish"" was an outright blatant lie. I'm staying around here 'cause I'm bright. It has nothing to do with catching fish. Catching fish makes people happy, but that's not why they're voting me here. They're not voting me off because I'm not letting them."
9,25,Colleen,"Do you see them bringing these stingrays and stuff in? They're, like, still flapping around and they take this dull knife, and they chop off their head. It's disgusting. If I choose to watch my dinner that came from the sea be killed or not be killed, I would rather not watch it be killed."
9,25,Susan,"When Rich came in with the fish, I said to Rudy, I said, ""I should go and stoke that fire up."" And Rudy's, like, ""Oh, no, no, no, that's good enough. It's hot enough,"" and it wasn't hot enough. (07:18 → 07:30 = 12s)"
9,25,Susan,"The fish is tough to cook because they cooked a little bit and then they cooled off and they had to start the fire back up and cook the fish again, so Rich is sort of irritated."
9,25,Richard,"Rudy's clueless when it comes to fish, and, um, you know, really ruined it. Nobody knew what to do with cooking the fish and so it sits here and it sits half on the heat, and it sits over there and it gets turned over halfway and it doesn't, and so it's half-cooked and overcooked and undercooked and half of the fish, half of the three rays were wasted... and that infuriates me. (08:09 → 08:23 = 14s)"
9,25,Richard,"So I was sitting there, just pissed off, really frustrated. I don't want anybody around, I don't want anybody near me when I'm frustrated, and people are sitting there, ""What's wrong?"" and that just makes it worse."
9,25,Richard,"I probably won't get fish actually for a little while now, anyway, because they need to appreciate it. I'm bringing in too many right now. I brought in a bunch yesterday and a bunch today and so we need to take a break and let them kind of hunger for it again."
9,25,Colleen,"So many times Rich opens his mouth, and I just want to be, like, ""Oh, be quiet over there in the corner. You're not making any sense, and you think you're so smart and you're... just go home, and go get your liposuction and go catch more fish, 'cause you're bugging me."" You know, he thinks he's so above everybody and is full of baloney, really."
9,25,Kelly,"The hardest part now is... (sighs) the food. We're hungry and Rich is the only one that can fish. We've gone fishing in the morning. We've gone in the afternoon. We’ve gone at night. We're not catching any fish. It bothers me that I can't get my own food, that I have to rely on someone else."
9,25,Susan,"We caught a fish today, finally-- yes!-- and it feels so good. I feel so accomplished now."
9,25,Jenna,"I think, uh, it disappointed Rich that us girls kept these crab traps going and that we caught a fish."
9,25,Susan,"He's going to make a big point ""Oh, that ain't a lot to feed you,"" but it's a point that we did catch it. So, I don't give a (expletive censor) about how he's going to see it. I don’t care. We caught it; I feel accomplished. I did it… we've done it all now. (11:02 → 11:16 = 14s)"
9,25,Susan,"But, yeah, he's going to be... I think it might bother him. In a way, I hope it does. I hope it bugs him, 'cause now he can't say that no more, you know? 'Cause us girls caught this one."
9,26,Sean,"I love getting mail and there was a log hanging above our mailbox. It looked an awful lot like part of the tree, but, uh, when I took it down, there was a sign on there a little a nursery rhyme, it says: (says 1st verse in front of the group) ""then you'll be home free, (says 3rd verse in front of the group) then go climb a tree."" I'm sure the game is anything but simple, just, like, just pick a rope and run."
9,26,Rudy,I'm prepared to eat rice tonight... (chuckles) like every night.
9,26,Jenna,"I want the letter from home more because I can go back and get rice, but I haven't seen or heard anything from my kids."
9,26,Kelly,"That's it, I'm going big, going for all of it."
9,27,Sean,"Rich's birthday is today, and it's his 39th birthday and, uh, he celebrated immediately by taking off all of his clothes and celebrating in his birthday suit... which you never get used to seeing Richard naked."
9,27,Richard,I'm 39 today and I had intended for quite a long time to celebrate my birthday naked.
9,27,Jenna,"And I'm sure he does love to be naked, and I'm glad for that and I thought I'd be okay with that, but sitting at the fire this morning and he comes just walking up and sits, like, two inches from me naked... I wanted to get away. It felt awkward sitting next to a naked gay man, and if he had, like, something to cover the butt crack area I'd be cool with that."
9,27,Rudy,"When I go home, my wife asks me about-- ""Well, who was with you?"" I'll say, ""A queer that ran around bare-ass half of the time,"" for one thing."
9,27,Colleen,"Rich wanted to be naked for his birthday. Oh, fun. Show off a little more. I mean, he was doing it for shock value. It's goofy. Who walks around naked 24/7?"
9,27,Richard,"Colleen was particularly uncomfortable with my nakedness and when she saw me naked, she just made a funny face and put her hands over her face and who knows what that's intended to signal?"
9,27,Colleen,I love that Rich gets annoyed with me-- that makes me happy-- and he really has in the past two days and it just makes me want to egg him on more.
9,27,Gervase,"It's crunch time now. It's getting down to the final wire and I'm amazed that I'm still here and I got 12 days left. It's not even a strategy. I'm just really focused now, on winning these challenges. I'm trying to think, ""How did I lose yesterday and how can I stop that from happening again today?"" 'Cause today is even bigger than the food when it comes down to it. You know, I'd rather not eat and get that Immunity Challenge every time."
9,27,Sean,I think it adds a new dimension to the game of me going alphabetically. (23:25 → 23:37 = 12s)
9,27,Sean,"Uh, I'm going in alphabetical order-- Jenna is next. It would make me happy if Gervase does not win, uh, immunity this time 'cause I had to skip him last time-- you know, I skipped him in the order-- and, uh, maybe Jenna will win it and get out of the order."
9,27,Kelly,"Sean's going around telling everybody ""Don't be in the alliance. Don't..."" um... ""vote your…” you know, “vote your conscience."" Meanwhile, he's going around preaching everyone to vote their conscience and he's, like, ""Oh, okay, alphabetically."""
9,27,Gervase,"Sean... I like Sean. Sean's a great guy, you know, but about Sean's alphabetical order. It's like my granddaddy used to say: ""If you want to be seen, stand up, if you want to be heard, speak up, and if you want to be appreciated, shut up."""
9,27,Colleen,"We had fun, you know? We had-- Pagong was a good, was a good place to live. Now we moved into the new neighborhood with the nasty neighbors. (laughs) (31:01 → 31:14 = 13s)"
9,27,Colleen,"The people who came in swinging were Rich and Sue. They knew. They're smart. They're very smart people... Although Rich is just a numskull. God! People are wishy-washy. They're conniving and they're stupid, and that's what's happening, and it's all out in the open for everybody to see. The decision that I feel I'm left with is do I interact with these people, have fun and just wait till my ticket comes up or do I try and strategize and try and make a difference?"
9,27,Jenna,"Yesterday, at the dinner, we had a whole conversation about forming a new alliance. We're going to vote the same and we figure that this puts us in jeopardy for the next one, but we were in jeopardy anyway, so..."
9,27,Gervase,"Well, we tried the ""be nice, honor"" way. It didn't work, so don't be stupid anymore. It's just, we're smarter now. We saw that that way didn't work, so we got to switch gears."
9,27,Colleen,"Jenna and I were just, you know, goofing off and, uh, Kelly decided to join in. And, so I feel bad for Kelly because here she wants to play. And Rich is, like, ""Something's happened to you since these girls came. I'm really worried about you,"" kind of putting her in her place and makes her feel a little self-conscious. By her being nervous and wishy-washy about where her loyalties lie, it's really making Sue and Rich nervous."
9,27,Richard,"Kelly's acting a little odd. She's dressing like the other two that are her age, and I'm hoping that Kelly hasn't, uh, shifted trust and-and joined forces with somebody else."
9,27,Rudy,"I thought about a female alliance and watching them, the way they walk around, hand in hand. I even thought about lesbianism, but, uh, maybe not. I don't know. And, uh, it could happen if they had any brains, but I don't think they got enough brains to do that."
9,27,Kelly,"I probably will have the swing vote tonight. I'd said before, you know, alliance or no alliance, there's two people that I have in mind to vote off and they're two people that, um, are-are competition, but, um, they annoy me and... (chuckling) they're kind of suck-y to live with."
9,27,Colleen,I really don't know what's going to happen at Tribal Council tonight. I know I'm voting for Rich. I know Jenna's voting for Rich. I know Gervase is voting for Rich.
9,27,Gervase,"As long as he's catching fish, people are gonna try to keep him around, so I say, get rid of Rich and we all starve together."
9,27,Jenna,"The rest of my alliance, if that's what you want to call it? Yeah, we're all voting for Rich. He's ruthless and the fact that we're voting him out on his birthday-- it's not lost on me. We're giving him a birthday present."
10,28,Kelly,"It's weird the day after anybody leaves there's just, there's just this void of, ""Oh, wait,"" you know, ""someone's... someone's not here."""
10,28,Rudy,Gervase was going to get voted off the last time but at the last minute they changed it to Jenna. And I think that that was the women's idea.
10,28,Susan,"The sun is out, it's going to be a nice hot day. And it's quieter. Sorry, Jenna, but, man, you talk a lot."
10,28,Gervase,"It's like 11 days left. I'm totally shocked that I'm still here right now. If you look at it since the merger it's only been Pagong people being voted off. You know, so it's like... something's fishy going on. You know, they can deny an alliance all they want but there's got to be an alliance."
10,28,Sean,"No, I'm not 100% sure. If there is an alliance, they are just voting in block, you know, but I don't know if there is one. I haven't been asked to partake in one or anything yet."
10,28,Colleen,"Dirk got four votes. Gretchen got four votes. Greg got four votes. Sean, come on, open your eyes. Sean is interesting because I'm debating right now if I want to vote him off at the next Council. Because he's so scared of hurting somebody's feelings by voting for them that he's voting alphabetical order. I mean, he led the way for Jenna to be kicked off yesterday."
10,28,Richard,And last night at the Council Sean realized that his vote impacted who gets voted off because we only used... needed to use three of our four allied people's votes to get Jenna ejected.
10,28,Sean,"Whatever vote I was going to go they were going to copy. If I knew that I would, I would certainly have abandoned this strategy earlier."
10,28,Colleen,"It's like Sean walked into this and somebody forgot to tell him it was a game. And he's very concerned about people's emotions and feelings, which is wonderful you know, if you're taking care of a pet. You know, not if you're playing a game called Survivor and the point of the game is to strategize and eliminate people."
10,28,Sean,"It just felt a little scummy to me at the time but after last night where the remaining tribe members of both parties said, “Yeah, we really don't care, it's just a game.” Every single one of them has tried to form a strategy with me personally."
10,28,Richard,"Now people are talking about planning and plotting and strategy. (chuckles) And it's just so funny. So utterly, utterly, utterly naive that there would be any room left to plot or strategize now."
10,28,Gervase,"Rich is very arrogant, very cocky and very, very overconfident. And I thought, “You know what? Let's take Rich down a couple pegs.”"
10,28,Gervase,"Rich was this close to leaving last week. That was a good feeling. For me, it was just a great feeling. And you could see it's affected Rich. After those three votes, Rich was... he-he couldn't believe it. Rich even thinks I, uh... formed an alliance against him last night. Which I didn't."
10,28,Richard,"When I fish is somewhat strategic. So I'm thinking to myself it would be a heck of a lot more valuable I guess to me, if I got fish after a couple more folks were gone. And I'll limit the fish that I'm getting so that I'm not out here working my ass off and people just expect that there will be lots of fish."
10,28,Susan,"I don't blame him one bit for not worrying about fishing till there's five people. That's a lot of mouths to feed, you know, and they don't appreciate it."
10,28,Richard,"There are analogies between my going out to the reef and hunting the fish and my picking off the, uh, tribe members one by one. I've been stalking them since before we got on the island. Bye-bye, baby. It's a slow, more methodical game here on the island with each of the tribe members than it is with the fish but there are similarities. That's probably the last fish I'll get until there are five. There are seven participants right now and I probably won't bother to get any more fish until there are five people."
10,28,Susan,"Colleen and Gervase are just sitting over there and I'm like, ""You backstabbers."" First you want him out of here, and then you're all over the food. (09:07 → 09:18 = 11s)"
10,28,Susan,"My strategy all along has been to just play the role as a dumb redneck. People like, think rednecks are so vulnerable and dumb that they'll talk to them openly. Like Rich did, (laughs) you know, how he's going to burn everybody. Hopefully in the end the, the old redneck will burn the city slickers. So we'll see what happens. (09:50 → 09:59 = 9s) I've been knowing all along that I'm going to burn him but I didn't want to say anything to Kelly too early. (10:04 → 10:15 = 11s)"
10,28,Susan,"I never trusted Rich. Of course I don't trust him. But am I doing a good job making him think I trust him? I hope it looks like I trust him now. Right now I don't trust anybody except for Kelly. I trust Kelly 100%. 100%, And she trusts me the same. We're like sisters."
10,28,Kelly,I really like Sue a lot. We've bonded quite a bit in these 30 days.
10,28,Susan,"And it'll be 20 years come this Easter that I lost my best friend. So, coming across Kelly, somebody I can hang with... that's a long... I ain't going to ... her. I'm not burning her."
10,28,Kelly,"The only person I trust is Sue, and sometimes I-I doubt that. It's getting to that point where you don't know who you can trust."
10,28,Susan,I'd rather just me and Kelly burn him. Just because it'll feel so good.
10,28,Richard,"If the alliance were to break down and something else happened that I wasn't aware of I would shake those people's hands and say congratulations you, you know, brilliant good job, you got it because you've fooled me."
10,28,Susan,Me and Kelly are taking him down.
10,28,Gervase,"It's real simple. I have two kids from a previous relationship: Dawnelle's ten, Genelle is seven. I'm with Carmela now Kayla with her and now Gunner. You know, Kayla's two and Gunner's the new addition."
10,28,Rudy,"When I was brought up, if a girl was pregnant and wasn't married, you'd never even know it. I mean, they'd take her out of town or somewhere. It was that bad, you know. The girl could have had an abortion. I-I'll agree with an abortion. But not having kids out of wedlock."
10,29,Rudy,Ten more days-- it'll all be over. I'll probably never see these people again. The way I want it.
10,29,Gervase,"Going to make my phone call to my family. See how everybody's doing, make sure they're doing good."
10,29,Richard,"I certainly don't judge him for being not married and having kids. I mean, he had one relationship, and then he had another relationship, and he seems to be in a relationship now with a woman where he's had two children, and is working toward a committed, long-term relationship to parent those children together."
10,29,Rudy,"I don't agree with babies out of wedlock that kind of garbage, you know? Half of the problem they got in this country today, there's no family life. And then they're blaming the schools. It starts way before them kids go to school. They need a family. They need somebody beating them in the head."
10,29,Kelly,This is not what I thought it was going to be like. It's not about surviving the elements. It's about surviving yourself. I didn't want to be a part of the alliance because I thought it was conniving and dirty and untrue to myself.
10,29,Gervase,"I don't think Kelly really wanted to make an alliance with anybody here in Tagi. I think they kind of strong-armed Kelly into making an alliance and joining their team, and it's really affected her personally, like, as a tug-of-war on the inside."
10,29,Kelly,"It's not worth it to feel like ... for the rest of your life, um, for a little bit of money, and your 15 minutes. You know, I kind of feel like Luke Skywalker, or something. I crossed over to the dark side for a moment. I don't like playing the game that way. Making a deal with Rich is kind of like making a deal with the devil. I decided a while ago not to be part of the big alliance. I've been pretty much letting Rich think that I'm still part of his little mind-game, follower thing the whole time, basically, because I figured if-if I did, you know, tell him that I grew a conscience and I didn't want to be his little follower anymore that he would turn around and shut me down, which I'm certain he would have, so, I'm glad I didn't... I didn't tell him. (22:58 → 26:10 = 12s)"
10,29,Kelly,Do I just kind of roll over and let Rich decide how it's all going to play out or do I try and beat him at his own damn game?
10,29,Colleen,"Kelly is really hard for me to talk with about voting and about alliances. I mean, because she could really be in for forming an alliance because you see her now being kind of pulled back and forth, you know? In one way, I think, she feels that she wants to, like, have fun and be young and, like, she said it. She was just like, ""I can't believe I'm in this group with these people."" She's like, ""It's awful."""
10,30,Gervase,"Rich got lucky and won his challenge and now he's... oh, man! Wait till you see him now. If you watch Rich the rest of this day watch the arrogance and the swagger he's walking around with 'cause he won that immunity and he knows he can't be touched tonight. I think Rich is the ringleader... Or if he's not the ringleader, then he's second in command. If I have to say, ""Do I know for a fact there's an alliance, and all this stuff is going on?"" No, I don't know for a fact, but I'm a smart guy, you know. I can see things and see how things are happening."
10,30,Kelly,"I-I was talking to-to Colleen and we were just, like, ""This sucks!"" You know, especially for her and Gerv. It's like they know they're leaving next so they're just going to sit around and wait you know, with a red dot pointed to their head?"
